brin;vestnr;samens;llns;nvests;samena1;samena2;samena3;samena4;samena5;samena6;samenb1;samenb2;samenb3;samenb4;samenb5;samenb6;aanbod1;aanbod2;perccat1;klcomb1a;percsam1;klcomb1g;renondb;renonbol;renoncat;blpop;blphond;blpond;klpbov;klphbov;klpop;klphond;klpond;gtpbov;gtphbov;gtpop;gtphond;gtpond;hapbov;haphbov;hapop;haphond;hapond;vwpbov;vwphbov;vwpop;bl1e3e;kl1e3e;gt1e3e;ha1e3e;vw1e3e;BaOnv;KaOnv;GtOnv;HaOnv;VwOnv;BAonvbol;KAonvbol;GTonvbol;HAonvbol;VWonvbol;BAtotcec;KAtotcec;GTtotcec;HAtotcec;VWtotcec;BAtotbol;KAtotbol;GTtotbol;HAtotbol;VWtotbol;BAnedcec;KAnedcec;GTnedcec;HAnedcec;VWnedcec;BAnedbol;KAnedbol;GTnedbol;HAnedbol;VWnedbol;BAmvtcec;KAmvtcec;GTmvtcec;HAmvtcec;VWmvtcec;BAmvtbol;KAmvtbol;GTmvtbol;HAmvtbol;VWmvtbol;BAzaacec;KAzaacec;GTzaacec;HAzaacec;VWzaacec;BAzaabol;KAzaabol;GTzaabol;HAzaabol;VWzaabol;BAecocec;KAecocec;GTecocec;HAecocec;VWecocec;BAecobol;KAecobol;GTecobol;HAecobol;VWecobol;BAexacec;KAexacec;GTexacec;HAexacec;VWexacec;BAexabol;KAexabol;GTexabol;HAexabol;VWexabol;VWklacec;VWklabol;Basectec;Basectlb;Basecttk;Basectzw;Kasectec;Kasectlb;Kasecttk;Kasectzw;HaprofCM;HaprofEM;HaprofNG;HaprofNT;VwprofCM;VwprofEM;VwprofNG;VwprofNT
16YC;0;LWOO, VMBO, HAVO, VWO;1227 leerlingen;1 vestiging;1227 leerlingen, waarvan:;- 41% in de eerste twee leerjaren;- 28% VMBO vanaf leerjaar 3;- 18% HAVO vanaf leerjaar 3;- 13% VWO vanaf leerjaar 3; ;342 leerlingen VMBO vanaf leerjaar 3;(incl. 68 leerlingen LWOO), waarvan:;- 23% basisberoepsgerichte leerweg;- 41% kaderberoepsgerichte leerweg;- 36% theoretische leerweg; ;Op deze school is een internationale schakelklas.; ;37;VMBO (g)t, VWO;63;VMBO b/VMBO k, VMBO, VMBO (g)t/HAVO, HAVO/VWO;86,1202485380117;1;VMBO-breed/HAVO/VWO;26;23;51;10;11;18;0;61;21;0;27;38;14;4;13;33;45;5;6;29;65;97;99;98;95;100;94,7672750229568;86,7283906428208;79,719387755102;49,2152429408509;45,4392561490193;4;3;3;2;2;6,51515151515152;6,12586206896552;5,68133704735376;6,1476;6,99402390438247;3;3;1;3;5;6,58181818181818;6,35;5,66964285714286;6,02328767123287;6,02258064516129;4;4;2;3;3;7,06666666666667;6,64827586206896;6,06385542168675;5,82;6,93478260869565;4;4;2;2;5; ; ;5,11;6,17446808510638;6,22692307692308; ; ;1;3;3;5,83;5,575;5,99807692307692;6,56078431372549;7,955;3;2;3;3;5;6,36956521739131;5,781;5,45045045045045;6,34895104895105;7,36739130434783;3;3;1;3;5;7,03846153846154;4;46; ;29;25;41; ;22;38;23;41;27;9;16;16;44;24
16YV;0;LWOO, VMBO, HAVO, VWO;2302 leerlingen;4 vestigingen;1478 leerlingen, waarvan:;- 39% in de eerste twee leerjaren;- 10% VMBO vanaf leerjaar 3;- 19% HAVO vanaf leerjaar 3;- 33% VWO vanaf leerjaar 3; ;142 leerlingen VMBO vanaf leerjaar 3;(incl. 11 leerlingen LWOO), waarvan:;- 100% theoretische leerweg; ; ; ; ; ;100;VMBO (g)t, HAVO, VWO;0;geen;96,0227272727273;3;VMBO (g)t/HAVO/VWO; ; ; ; ; ; ; ; ;0;3;46;10;41;13;0;69;13;6;13;13;75; ; ;97;94;99; ; ;78,2606923456423;69,160729689242;67,373500844678; ; ;2;4;3; ; ;6,18149350649351;6,3538064516129;6,45849268841395; ; ;3;4;4; ; ;5,9078431372549;6,08684210526316;6,32212389380531; ; ;3;3;3; ; ;6,60533333333333;6,18941176470588;6,10089285714286; ; ;4;3;3; ; ;5,81224489795918;6,31911764705883;6,23924050632911; ; ;2;3;3; ; ;6,16666666666667;6,8078947368421;6,92592592592593; ; ;3;4;4; ; ;6,17613636363636;6,49854368932039;6,71608187134503; ; ;3;4;4;5,95;2; ; ; ; ; ; ; ; ;18;52;20;10;11;23;36;31
16YV;1;LWOO, VMBO, HAVO, VWO;2302 leerlingen;4 vestigingen;340 leerlingen, waarvan:;- 43% in de eerste twee leerjaren;- 57% VMBO vanaf leerjaar 3; ; ; ;194 leerlingen VMBO vanaf leerjaar 3;(incl. 80 leerlingen LWOO), waarvan:;- 43% basisberoepsgerichte leerweg;- 57% kaderberoepsgerichte leerweg; ; ; ; ;76;VMBO b, VMBO k;24;VMBO b/VMBO k;99,1666666666667;2;VMBO bk;15;20;65;14;8;64;14;0; ; ; ; ; ; ; ; ; ; ; ; ; ;100;100; ; ; ;88,5537273319279;86,9745009165968; ; ; ;3;3; ; ; ;6,02267441860465;6,06203703703704; ; ; ;1;3; ; ; ;6,2860465116279;5,75185185185185; ; ; ;3;2; ; ; ;6,08636363636364;6,62931034482759; ; ; ;1;4; ; ; ; ; ; ; ; ; ; ; ; ; ;5,57777777777778;6,14814814814815; ; ; ;1;3; ; ; ;5,9359375;5,7328125; ; ; ;2;2; ; ; ; ; ;32; ;39;29;43; ;20;37; ; ; ; ; ; ; ; 
16YV;2;LWOO, VMBO, HAVO, VWO;2302 leerlingen;4 vestigingen;209 leerlingen, waarvan:;- 47% in de eerste twee leerjaren;- 52% VMBO vanaf leerjaar 3;-  1% HAVO vanaf leerjaar 3; ; ;109 leerlingen VMBO vanaf leerjaar 3;(incl. 41 leerlingen LWOO), waarvan:;- 67% kaderberoepsgerichte leerweg;- 33% theoretische leerweg; ; ; ; ;100;VMBO k, VMBO (g)t;0;geen;104,838709677419;3;VMBO-breed en VMBO-breed/HAVO; ; ; ; ; ; ; ; ;26;16;37;16;5; ; ; ; ; ; ; ; ; ; ;100; ; ; ;83,0801721572308; ; ; ; ;3; ; ; ;6,69125;6,16022727272727; ; ; ;3;3; ; ; ;6,86;5,90454545454546; ; ; ;4;3; ; ; ;6,69;6,45454545454545; ; ; ;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6,14; ; ; ; ;3; ; ; ;6,63235294117647;6,14117647058823; ; ; ;3;3; ; ; ; ; ;19; ;14;67;9; ;36;55; ; ; ; ; ; ; ; 
16YV;4;LWOO, VMBO, HAVO, VWO;2302 leerlingen;4 vestigingen;275 leerlingen, waarvan:;- 65% in de eerste twee leerjaren;- 30% VMBO vanaf leerjaar 3;-  5% HAVO vanaf leerjaar 3; ; ;82 leerlingen VMBO vanaf leerjaar 3;(incl. 18 leerlingen LWOO), waarvan:;- 100% theoretische leerweg; ; ; ; ; ;100;VMBO b, VMBO k, VMBO (g)t, HAVO;0;geen;102,59900990099;3;VMBO-breed en VMBO-breed/HAVO;46;15;38;17;9;49;6;20;20;5;38;23;15;23;31;46;0;0; ; ; ;100;100;100;100; ; ; ;90,4238641433671; ; ; ; ;3; ; ; ; ;6,3092; ; ; ; ;4; ; ; ; ;6,1625; ; ; ; ;4; ; ; ; ;6,26440677966102; ; ; ; ;3; ; ; ; ;6,18285714285715; ; ; ; ;3; ; ; ; ;6,51081081081081; ; ; ; ;5; ; ; ; ;6,37848101265823; ; ; ; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
16ZK;0;LWOO, VMBO, HAVO, VWO;1195 leerlingen;3 vestigingen;681 leerlingen, waarvan:;- 30% in de eerste twee leerjaren;- 37% HAVO vanaf leerjaar 3;- 32% VWO vanaf leerjaar 3; ; ; ; ; ; ; ; ; ; ;0;geen;100;HAVO/VWO;101,398739164697;3;HAVO/VWO; ; ; ; ; ; ; ; ; ; ; ; ; ;2;0;74;0;24;63;0;37; ; ; ;82;98; ; ; ;51,6913982712813;60,8378150060551; ; ; ;2;3; ; ; ;6,07312614259597;5,81618257261411; ; ; ;2;1; ; ; ;5,86;6,19344262295082; ; ; ;3;3; ; ; ;6,15625;5,59924242424242; ; ; ;3;1; ; ; ;6,11518987341772;5,24181818181818; ; ; ;3;1; ; ; ;6,46875;5,44838709677419; ; ; ;3;1; ; ; ;5,85950920245399;5,97884615384615; ; ; ;1;1; ; ; ; ; ; ; ; ; ; ;12;46;26;16;22;20;28;30
16ZK;1;LWOO, VMBO, HAVO, VWO;1195 leerlingen;3 vestigingen;161 leerlingen, waarvan:;- 51% in de eerste twee leerjaren;- 49% VMBO vanaf leerjaar 3; ; ; ;79 leerlingen VMBO vanaf leerjaar 3;(incl. 14 leerlingen LWOO), waarvan:;- 38% basisberoepsgerichte leerweg;- 32% kaderberoepsgerichte leerweg;- 30% theoretische leerweg; ; ; ;0;geen;100;VMBO;104,166666666667;3;VMBO-breed en VMBO-breed/HAVO;88;0;12; ; ; ; ; ;27;0;73;0;0; ; ; ; ; ; ; ; ;100; ;91; ; ;92,984693877551;73,8781179138322;79,719387755102; ; ;3;2;2; ; ;6,90869565217391;6,245;6,24588235294118; ; ;5;3;3; ; ;6,85833333333333;5,57333333333333;5,76153846153846; ; ;5;1;2; ; ;7,34545454545454;6,38666666666667;6,8304347826087; ; ;5;3;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6,25454545454545; ; ; ; ;3; ; ;6,72272727272727;6,6;5,81428571428571; ; ;4;5;2; ; ; ; ; ; ;73;27; ; ;78;22; ; ; ; ; ; ; ; 
16ZK;2;LWOO, VMBO, HAVO, VWO;1195 leerlingen;3 vestigingen;353 leerlingen, waarvan:;- 48% in de eerste twee leerjaren;- 52% VMBO vanaf leerjaar 3; ; ; ;183 leerlingen VMBO vanaf leerjaar 3;(incl. 49 leerlingen LWOO), waarvan:;- 35% basisberoepsgerichte leerweg;- 20% kaderberoepsgerichte leerweg;- 45% theoretische leerweg; ; ; ;0;geen;100;VMBO;99,5426829268293;3;VMBO-breed en VMBO-breed/HAVO;66;0;34;23;0;31;0;46;24;0;73;0;3; ; ; ; ; ; ; ; ;100;100;100; ; ;91,4114187895839;100;80,4865306122449; ; ;3;5;2; ; ;6,48015873015873;5,93472222222222;6,20578512396694; ; ;3;2;3; ; ;6,76774193548387;6,39444444444444;6,536; ; ;4;4;5; ; ;6,80967741935484;6,31666666666667;6,62828282828283; ; ;3;3;4; ; ; ; ;5,95945945945946; ; ; ; ;3; ; ; ; ;6,1948717948718; ; ; ; ;3; ; ;6,18125;5,51388888888889;5,7904; ; ;2;1;1; ; ; ; ; ; ;45;55; ; ;39;61; ; ; ; ; ; ; ; 
17AA;0;LWOO, VMBO, HAVO, VWO;1287 leerlingen;2 vestigingen;1066 leerlingen, waarvan:;- 39% in de eerste twee leerjaren;- 17% VMBO vanaf leerjaar 3;- 19% HAVO vanaf leerjaar 3;- 14% VWO vanaf leerjaar 3;- 12% in gemengd leerjaar 3;182 leerlingen VMBO vanaf leerjaar 3, waarvan:;-  7% basisberoepsgerichte leerweg;- 32% kaderberoepsgerichte leerweg;- 61% theoretische leerweg; ; ;De onderbouwgegevens in de kolom HAVO betreffen leerlingen die in het derde leerjaar HAVO/VWO-onderwijs volgen.; ;33;VMBO (g)t;67;VMBO b/VMBO k, HAVO/VWO;100,561797752809;3;VMBO-breed/HAVO/VWO; ; ; ;0;62;0;0;38;19;0;38;21;23;6;12;0;67;15; ; ; ; ;92;96;100; ; ;80,5772082033289;91,4095236603596;66,967170189933;49,8856962373698; ;2;3;3;2; ;6,17433628318584;6,26428571428572;6,11991643454039;5,90719557195572; ;3;3;3;1; ;6,05714285714286;5,9377358490566;5,93921568627451;6,11194029850747; ;3;3;3;3; ;6,72903225806452;6,27450980392157;6,10941176470588;5,81700680272109; ;4;3;3;2; ; ;5,9125;6,36695652173913;5,73484848484848; ; ;3;3;2; ;6,27142857142857;5,65652173913043;6,8014705882353;6,0425; ;3;2;4;2; ;5,7925;6,8047619047619;5,81538461538462;5,72771084337349; ;2;5;1;1; ; ; ; ; ; ;50; ;25;25;15;57;15;13;6;45;34;15
17AA;2;LWOO, VMBO, HAVO, VWO;1287 leerlingen;2 vestigingen;221 leerlingen, waarvan:;- 50% in de eerste twee leerjaren;- 50% VMBO vanaf leerjaar 3; ; ; ;110 leerlingen VMBO vanaf leerjaar 3;(incl. 110 leerlingen LWOO), waarvan:;- 40% basisberoepsgerichte leerweg;- 58% kaderberoepsgerichte leerweg;-  2% theoretische leerweg; ; ; ;0;geen;100;VMBO b/VMBO k;114,166666666667;4;VMBO bk;0;100;0;0;100;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ;100;100; ; ; ;91,4933837429112;85,7556669773815; ; ; ;3;3; ; ; ;6,30921985815603;5,81465517241379; ; ; ;3;2; ; ; ;6,07714285714286;5,58620689655172; ; ; ;2;1; ; ; ;6,60526315789474;6,27567567567568; ; ; ;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ;5,82941176470588;4,94615384615385; ; ; ;3;1; ; ; ;6,44666666666667;5,84285714285714; ; ; ;3;3; ; ; ; ; ;49; ;26;26;48; ;19;32; ; ; ; ; ; ; ; 
17AN;0;LWOO, VMBO, HAVO, VWO;2347 leerlingen;2 vestigingen;1337 leerlingen, waarvan:;- 40% in de eerste twee leerjaren;- 30% HAVO vanaf leerjaar 3;- 30% VWO vanaf leerjaar 3; ; ; ; ; ; ; ; ; ; ;51;VMBO (g)t, VWO;49;VMBO (g)t/HAVO/VWO;93,1818181818182;2;VMBO (g)t/HAVO/VWO; ; ; ; ; ; ; ; ; ; ; ; ; ;0;9;45;27;19;13;13;74; ; ; ;96;98; ; ; ;57,9944386076808;63,3477487524701; ; ; ;3;3; ; ; ;6,20962025316456;6,57549857549858; ; ; ;3;4; ; ; ;5,84741379310345;6,21555555555556; ; ; ;2;3; ; ; ;6,04031413612565;6,43128491620112; ; ; ;3;4; ; ; ;5,95681818181818;6,09772727272727; ; ; ;2;3; ; ; ;6,59605263157894;6,56981132075472; ; ; ;3;3; ; ; ;6,59306930693069;6,90439024390244; ; ; ;4;5;6,96944444444444;3; ; ; ; ; ; ; ; ;14;59;16;11;24;35;18;23
17AN;1;LWOO, VMBO, HAVO, VWO;2347 leerlingen;2 vestigingen;1010 leerlingen, waarvan:;- 44% in de eerste twee leerjaren;- 56% VMBO vanaf leerjaar 3; ; ; ;562 leerlingen VMBO vanaf leerjaar 3;(incl. 63 leerlingen LWOO), waarvan:;- 23% basisberoepsgerichte leerweg;- 32% kaderberoepsgerichte leerweg;- 46% theoretische leerweg; ; ; ;22;VMBO b;78;VMBO b/VMBO k, VMBO;107,510061658637;3;VMBO-breed en VMBO-breed/HAVO;68;15;18;22;20;29;18;11;28;16;54;1;0; ; ; ; ; ; ; ; ;98;99;100; ; ;88,1482959730212;93,2604081632653;91,5873228008332; ; ;3;3;3; ; ;6,34066666666667;6,06547619047619;6,02015065913371; ; ;2;3;2; ; ;6,30133333333333;5,91714285714285;6,19746835443038; ; ;3;3;4; ; ;6,63658536585366;6,11;5,79084967320261; ; ;3;2;1; ; ; ; ; ; ; ; ; ; ; ; ;6,10909090909091;6,17560975609756;6,19272727272727; ; ;3;3;3; ; ;6,19017857142858;6,16299212598425;5,91818181818182; ; ;2;3;2; ; ; ; ;29; ;45;26;40; ;37;24; ; ; ; ; ; ; ; 
17AY;0;LWOO, VMBO, HAVO, VWO;1707 leerlingen;2 vestigingen;1337 leerlingen, waarvan:;- 42% in de eerste twee leerjaren;- 15% VMBO vanaf leerjaar 3;- 24% HAVO vanaf leerjaar 3;- 19% VWO vanaf leerjaar 3; ;205 leerlingen VMBO vanaf leerjaar 3, waarvan:;- 100% theoretische leerweg; ; ; ; ; ; ;0;geen;100;VMBO (g)t/HAVO/VWO;89,8240784805745;1;VMBO (g)t/HAVO/VWO; ; ; ; ; ; ; ; ;0;0;50;37;13;13;12;33;35;6;6;16;78; ; ;84;93;100; ; ;71,0279782600854;72,1099992616665;67,3782591522498; ; ;1;4;3; ; ;5,90565149136578;6,18773885350318;6,28635346756153; ; ;1;3;3; ; ;5,82178217821782;6,03956043956044;6,15438596491228; ; ;3;3;3; ; ;5,88266666666666;5,9;6,03220338983051; ; ;1;3;3; ; ;5,86190476190476;6,17904761904762;6,13673469387755; ; ;2;3;3; ; ;5,79666666666667;6,36973684210526;6,33846153846154; ; ;2;3;3; ; ;5,93488372093023;6,50764331210191;6,55065789473684; ; ;2;3;3; ; ; ; ; ; ; ; ; ; ;15;52;15;18;4;40;30;26
17AY;4;LWOO, VMBO, HAVO, VWO;1707 leerlingen;2 vestigingen;370 leerlingen, waarvan:;- 46% in de eerste twee leerjaren;- 54% VMBO vanaf leerjaar 3; ; ; ;198 leerlingen VMBO vanaf leerjaar 3;(incl. 68 leerlingen LWOO), waarvan:;- 25% basisberoepsgerichte leerweg;- 75% kaderberoepsgerichte leerweg; ; ; ; ;0;geen;100;VMBO b/VMBO k;99,9866281557553;2;VMBO bk;81;8;12;5;5;75;7;7; ; ; ; ; ; ; ; ; ; ; ; ; ;100;98; ; ; ;83,3471181441327;89,5458992217881; ; ; ;2;3; ; ; ;5,9828125;6,16973684210526; ; ; ;1;3; ; ; ;6,009375;6,26578947368421; ; ; ;2;3; ; ; ;5,6875;5,7475; ; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6,11186440677966;6,3; ; ; ;2;3; ; ; ; ; ;13; ;69;19;24; ;39;37; ; ; ; ; ; ; ; 
17BI;0;LWOO, VMBO, HAVO, VWO;1609 leerlingen;2 vestigingen;1305 leerlingen, waarvan:;- 39% in de eerste twee leerjaren;- 27% VMBO vanaf leerjaar 3;- 17% HAVO vanaf leerjaar 3;- 17% VWO vanaf leerjaar 3; ;356 leerlingen VMBO vanaf leerjaar 3;(incl. 93 leerlingen LWOO), waarvan:;- 30% basisberoepsgerichte leerweg;- 54% kaderberoepsgerichte leerweg;- 16% theoretische leerweg; ;Op deze kaart zijn de gegevens van zowel het Openbaar Zeister Lyceum (havo/vwo) als het Openbaar VMBO/MAVO Zeist (vmbo/mavo) opgenomen.; ;54;VMBO b, VMBO k, VMBO (g)t, VWO;46;VMBO, VMBO (g)t/HAVO, VMBO/HAVO/VWO, HAVO/VWO;96,2004405286344;3;VMBO-breed/HAVO/VWO;69;8;24;22;2;46;2;28;26;0;53;11;11;5;11;51;28;5;11;26;63;86;93;100;88;93;85,4752580989676;94,5752535335962;87,1993919375842;71,3868254049144;71,5725465936786;2;4;3;4;4;6,31706349206349;5,95649350649351;6,02951388888889;6,27881773399014;6,04813829787234;3;2;3;3;2;6,35555555555555;5,76233766233766;6,13829787234043;5,83709677419355;5,886;3;2;4;2;1;6,82121212121212;6,34;6,1948717948718;6;5,71808510638298;3;3;3;3;1; ;6,23529411764706;6,05;6,35254237288136;5,33809523809524; ;4;3;3;1;5,478125;6,28235294117647;5,66774193548387;6,60638297872341;6,66315789473684;1;3;2;3;4;6,16867469879518;5,641;5,96067415730337;6,61376146788991;6,28490566037736;2;2;3;4;3; ; ;38; ;27;35;43; ;17;40;16;51;27;6;10;20;34;36
17BI;2;LWOO, VMBO, HAVO, VWO;1609 leerlingen;2 vestigingen;304 leerlingen, waarvan:;- 76% in de eerste twee leerjaren;- 24% VMBO vanaf leerjaar 3; ; ; ;74 leerlingen VMBO vanaf leerjaar 3;(incl. 2 leerlingen LWOO), waarvan:;- 100% theoretische leerweg; ; ; ; ; ;86;VMBO b, VMBO k, VMBO (g)t;14;VMBO (g)t/HAVO;102,739726027397;3;VMBO-breed en VMBO-breed/HAVO; ; ; ; ; ; ; ; ;25;0;57;6;12; ; ; ; ; ; ; ; ; ; ;100; ; ; ; ;91,6672857019621; ; ; ; ;3; ; ; ; ;6,17056451612903; ; ; ; ;3; ; ; ; ;5,99473684210526; ; ; ; ;3; ; ; ; ;6,09152542372881; ; ; ; ;2; ; ; ; ;6,27941176470588; ; ; ; ;4; ; ; ; ;6,44054054054054; ; ; ; ;4; ; ; ; ;6,14125; ; ; ; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
17BZ;0;LWOO, VMBO, HAVO, VWO;2502 leerlingen;4 vestigingen;1249 leerlingen, waarvan:;- 42% in de eerste twee leerjaren;- 11% VMBO vanaf leerjaar 3;- 22% HAVO vanaf leerjaar 3;- 24% VWO vanaf leerjaar 3; ;143 leerlingen VMBO vanaf leerjaar 3;(incl. 7 leerlingen LWOO), waarvan:;- 100% theoretische leerweg; ; ; ;Op deze school wordt tweetalig onderwijs gegeven.; ;19;VMBO (g)t, VWO;81;VMBO (g)t/HAVO, HAVO/VWO;109,117824167001;4;VMBO (g)t/HAVO/VWO; ; ; ; ; ; ; ; ;0;0;87;0;13;32;3;49;0;16;47;2;52; ; ;96;96;98; ; ;92,7199689047217;54,0062835330291;49,635875861063; ; ;5;3;2; ; ;6,22237960339943;6,1250626566416;6,09614361702128; ; ;3;3;2; ; ;5,93846153846154;6,22155172413793;6,02708333333333; ; ;3;4;2; ; ;6,71529411764706;5,96290322580645;6,02189054726368; ; ;5;3;3; ; ;6,25384615384615;6,22462686567164;6,27142857142857; ; ;4;3;3; ; ;6,14444444444444;6,36;6,54507042253521; ; ;3;3;3; ; ;5,98018867924529;5,89634703196347;5,98486055776892; ; ;3;1;2; ; ; ; ; ; ; ; ; ; ;17;44;31;9;17;27;35;21
17BZ;2;LWOO, VMBO, HAVO, VWO;2502 leerlingen;4 vestigingen;518 leerlingen, waarvan:;- 59% in de eerste twee leerjaren;- 25% VMBO vanaf leerjaar 3;- 14% HAVO vanaf leerjaar 3;-  3% VWO vanaf leerjaar 3; ;127 leerlingen VMBO vanaf leerjaar 3;(incl. 8 leerlingen LWOO), waarvan:;- 30% gemengde leerweg;- 70% theoretische leerweg; ; ; ; ;33;VMBO k;67;VMBO b/VMBO k, VMBO (g)t/HAVO, HAVO/VWO;103,181216931217;3;VMBO-breed/HAVO/VWO;55;0;45;21;0;39;0;39;27;0;60;0;13;22;0;74;0;4;92;0;8;100;94;95;100;100; ; ;81,6895278716743; ; ; ; ;3; ; ; ; ;6,020156555773; ; ; ; ;3; ; ; ; ;5,55324675324675; ; ; ; ;1; ; ; ; ;6,33923076923077; ; ; ; ;3; ; ; ; ;6,31643835616438; ; ; ; ;4; ; ; ; ;5,72295081967213; ; ; ; ;2; ; ; ; ;5,96705882352941; ; ; ; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
17BZ;3;LWOO, VMBO, HAVO, VWO;2502 leerlingen;4 vestigingen;304 leerlingen, waarvan:;- 66% in de eerste twee leerjaren;- 34% VMBO vanaf leerjaar 3; ; ; ;102 leerlingen VMBO vanaf leerjaar 3;(incl. 10 leerlingen LWOO), waarvan:;- 100% theoretische leerweg; ; ; ; ; ;100;VMBO b, VMBO k, VMBO (g)t;0;geen;113,892961876833;4;VMBO-breed en VMBO-breed/HAVO; ; ; ;7;64;21;0;7;28;7;44;16;5; ; ; ; ; ; ; ; ; ;100;100; ; ; ; ;87,9427160493827; ; ; ; ;3; ; ; ; ;6,16415662650603; ; ; ; ;3; ; ; ; ;6,214; ; ; ; ;4; ; ; ; ;6,43444444444444; ; ; ; ;3; ; ; ; ;6,1390243902439; ; ; ; ;3; ; ; ; ;5,86341463414634; ; ; ; ;3; ; ; ; ;6,04181818181818; ; ; ; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
17BZ;4;LWOO, VMBO, HAVO, VWO;2502 leerlingen;4 vestigingen;431 leerlingen, waarvan:;- 53% in de eerste twee leerjaren;- 29% VMBO vanaf leerjaar 3;- 14% HAVO vanaf leerjaar 3;-  4% VWO vanaf leerjaar 3; ;124 leerlingen VMBO vanaf leerjaar 3;(incl. 21 leerlingen LWOO), waarvan:;- 27% basisberoepsgerichte leerweg;- 37% kaderberoepsgerichte leerweg;- 35% theoretische leerweg; ; ; ;55;VMBO b, VMBO k, VMBO (g)t;45;VMBO (g)t/HAVO, HAVO/VWO;112,5;5;VMBO-breed/HAVO/VWO;40;13;47;10;10;30;10;40;13;33;33;0;20;44;39;17;0;0;63;25;13;93;90;100;100;100;93,4444444444444;80,4714532871972;78,9852146479894;53,9921282798834; ;3;3;2;2; ;6,46;6,38686868686869;5,92087912087912;5,78461538461539; ;3;4;2;1; ;6,50666666666667;6,34782608695652;6,52142857142857;5,42857142857143; ;3;4;5;1; ;6,61333333333333;6,99310344827586;6,3;6,19090909090909; ;3;5;3;3; ; ; ;5,73888888888889;6,18; ; ; ;2;3; ; ;5,91;5,71923076923077; ; ; ;3;2; ; ;6,388;6,06486486486487;5,60555555555556;5,16129032258065; ;3;3;1;1; ; ; ; ; ;100; ; ; ;100; ;7;43;36;14; ; ; ; 
17CK;0;VMBO, HAVO, VWO;2146 leerlingen;2 vestigingen;1491 leerlingen, waarvan:;- 36% in de eerste twee leerjaren;- 10% VMBO vanaf leerjaar 3;- 26% HAVO vanaf leerjaar 3;- 28% VWO vanaf leerjaar 3; ;143 leerlingen VMBO vanaf leerjaar 3, waarvan:;- 100% theoretische leerweg; ; ; ; ;Op deze school wordt tweetalig VWO-onderwijs gegeven.; ;18;VWO;82;VMBO (g)t/HAVO, HAVO/VWO;104,782608695652;4;VMBO (g)t/HAVO/VWO; ; ; ; ; ; ; ; ;0;0;60;0;40;32;0;53;0;15;40;0;60; ; ;98;99;100; ; ;95,6049382716049;66,3143772442785;64,3576227125569; ; ;5;3;3; ; ;6,38952380952382;6,15676810073451;6,20906515580738; ; ;4;3;3; ; ;6,21;5,92620689655172;6,09789473684211; ; ;4;3;3; ; ;6,28715596330275;5,83457943925234;6,17487179487179; ; ;3;2;3; ; ;6,42641509433962;6,50137931034483;6,51176470588235; ; ;5;4;4; ; ;6,48421052631579;6,85463917525773;6,30175438596491; ; ;5;4;3; ; ;6,51450381679389;6,16588235294118;6,2007326007326; ; ;4;3;3; ; ; ; ; ; ; ; ; ; ;11;57;24;8;3;27;35;36
17CK;1;VMBO, HAVO, VWO;2146 leerlingen;2 vestigingen;655 leerlingen, waarvan:;- 65% in de eerste twee leerjaren;- 19% VMBO vanaf leerjaar 3;-  9% HAVO vanaf leerjaar 3;-  7% VWO vanaf leerjaar 3; ;122 leerlingen VMBO vanaf leerjaar 3, waarvan:;- 100% theoretische leerweg; ; ; ; ; ; ;30;VMBO (g)t, VWO;70;VMBO (g)t/HAVO, HAVO/VWO;106,666666666667;4;VMBO (g)t/HAVO/VWO; ; ; ; ; ; ; ; ;0;2;69;21;8;21;25;35;12;8;33;13;54; ; ;98;96;100; ; ;100; ; ; ; ;5; ; ; ; ;6,68966666666667; ; ; ; ;5; ; ; ; ;6,4; ; ; ; ;5; ; ; ; ;6,57894736842105; ; ; ; ;4; ; ; ; ;6,37931034482759; ; ; ; ;4; ; ; ; ;6,58529411764706; ; ; ; ;5; ; ; ; ;7,00900900900901; ; ; ; ;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
